cpf|nome|endereco|dia|mes|ano|telefone|cidade
34615717768|Bastos Inacio|Avenida das Torres|24|11|1988|73454675678|Porto Alegre
98830310174|Ana Silva|R. Numero Vinte|09|11|1983|72454675678|Teresina
61324299649|Maria Jaca|Rua Recife|26|02|1954|65454675678|Sao Luis
76880597556|Tiana Elgam|R. Numero Vinte|19|09|1954|65454675678|Londrina
60558296220|Maria Rossi|Rua Joao Santos|22|11|1988|23454675678|Sao Paulo
86868768768|Franco Silva|Av. Movimentada|10|10|1980|23454675678|Rio de Janeiro
33676617320|Chico Silva|A. Da Cidade|10|09|1970|85454675678|Sao Paulo
77788888887|Paulo Gomes|Rua Tres|09|04|1970|67454675678|Sao Paulo
89913690811|Paulo Souza|R. Onze Mil|11|05|1954|65454675678|Campinas
04279854122|Maria Azevedo|Rua Sem Carros|09|04|1998|86454675678|Porto Alegre
77788888887|Paulo Avelar|Rua Recife|11|08|1998|86454675678|Londrina
08757188769|Paulo Elgam|Rua Sem Carros|11|03|1988|11454675678|Campinas
18106829243|Luis Gomes|Rua Numero Um|14|04|1976|21454675678|Londrina
28055767645|Franco Hilder|Rua Tres|01|04|1948|55454675678|Campinas
55770091894|Maria Frade|R. Numero Vinte|05|03|1998|55454675678|Aracaju
51963499441|Ana Gomes|Rua Tres|18|12|1970|13454675678|Teresina
14177692034|Franco Hilder|Avenida das Torres|18|08|1948|73454675678|Manaus
27624705796|Maria Avelar|Rua Numero Um|26|06|1976|85454675678|Sao Paulo
72543152717|Chico Aragao|Rua Numero Um|10|03|1954|72454675678|Teresina
51178144283|Paulo Inacio|Rua Carlos Silva|23|02|1976|21454675678|Londrina
77788888887|Luis Aragao|Rua Numero Um|19|11|1988|65454675678|Manaus
97549846383|Jose Elgam|Av. Campina Grande|14|02|1998|86454675678|Campinas
09465112500|Jose Frade|Rua Numero Um|09|08|1988|13454675678|Recife
63545454647|Ana Aragao|A. Da Cidade|01|08|1983|13454675678|Teresina
43195332167|Maria Hilder|Avenida Sete|23|02|1998|23454675678|Manaus
06161406063|Bastos Elgam|Rua Sem Carros|11|06|1956|21454675678|Recife
94847576567|Chico Aragao|R. Onze Mil|10|02|1970|55454675678|Sao Paulo
11867824809|Franco Santos|R. Onze Mil|10|12|1954|11454675678|Curitiba
22912517320|Franco Del Nero|Av. Campina Grande|18|02|1988|11454675678|Teresina
08336937781|Ana Jaca|Av. Movimentada|09|03|1954|11454675678|Sao Paulo
86868768768|Nair Aragao|Rua Sem Carros|14|01|1976|65454675678|Curitiba
59298658923|Maria Hilder|Rua Numero Um|11|12|1970|23454675678|Sao Paulo
53111215806|Luis Silva|Av. Movimentada|17|05|1998|73454675678|Porto Alegre
85905789096|Nair Elgam|Rua Joao Santos|23|08|1988|23454675678|Cuiaba
24328690280|Maria Elgam|R. Numero Vinte|05|04|1948|11454675678|Campinas
20712770402|Zenaide Aragao|Rua Sem Carros|10|03|1998|65454675678|Florianopolis
80853882606|Ana Zani|R. Onze Mil|14|12|1983|15454675678|Campinas
17410895810|Tiana Azevedo|Rua Sem Carros|14|10|1948|23454675678|Sao Paulo
30532632389|Paulo Silva|Avenida Numero Dois|24|10|1954|13454675678|Porto Alegre
08879819500|Jose Inacio|Avenida Sete|01|04|1998|65454675678|Teresina
63545454647|Bastos Souza|Rua Joao Santos|24|02|1988|65454675678|Campinas
72992482200|Franco Elgam|Avenida Numero Dois|17|02|1956|55454675678|Cuiaba
66490595605|Nair Gomes|Avenida Sete|18|11|1988|21454675678|Rio de Janeiro
38002717961|Jose Jaca|Avenida das Torres|09|06|1980|23454675678|Recife
22825540943|Ana Elgam|Rua Carlos Silva|09|11|1970|21454675678|Teresina
74468873973|Nair Frade|R. Numero Vinte|24|07|1983|23454675678|Florianopolis
95253429050|Ana Aragao|Rua Sem Carros|26|08|1976|65454675678|Sao Luis
63759526039|Jose Aragao|Rua Joao Santos|23|03|1956|23454675678|Sao Paulo
29198553283|Chico Souza|Rua Tres|11|07|1980|11454675678|Sao Luis
37611362003|Paulo Jaca|R. Onze Mil|05|02|1988|55454675678|Cuiaba
94847576567|Franco Del Nero|A. Da Cidade|19|11|1948|21454675678|Recife
83665748496|Jose Avelar|Av. Campina Grande|10|10|1956|55454675678|Recife
50500151113|Nair Avelar|Avenida Sete|23|11|1956|55454675678|Florianopolis
86868768768|Luis Elgam|Avenida das Torres|01|07|1998|72454675678|Recife
99362314908|Luis Azevedo|Rua Recife|22|07|1954|86454675678|Aracaju
63545454647|Luis Gomes|Rua Joao Santos|19|06|1976|72454675678|Teresina
19640170330|Zenaide Elgam|R. Numero Vinte|23|06|1976|13454675678|Sao Luis
00165822333|Zenaide Avelar|Rua Sem Carros|11|12|1956|65454675678|Cuiaba
63545454647|Gustavo Frade|R. Onze Mil|17|11|1980|72454675678|Sao Paulo
67277311876|Franco Gomes|A. Da Cidade|17|04|1976|86454675678|Sao Paulo
55918749675|Gustavo Rossi|Avenida Numero Dois|24|10|1988|13454675678|Aracaju
43220938256|Jose Frade|Avenida Sete|05|05|1976|71454675678|Aracaju
22429805057|Chico Souza|A. Da Cidade|11|02|1983|86454675678|Curitiba
27814875706|Zenaide Hilder|Rua Carlos Silva|01|01|1956|55454675678|Manaus
77042901266|Tiana Aragao|Rua Carlos Silva|17|10|1998|23454675678|Cuiaba
66524918851|Bastos Santos|Rua Sem Carros|10|09|1976|67454675678|Manaus
15708320486|Maria Frade|Rua Joao Santos|05|04|1970|73454675678|Campinas
85170620861|Chico Avelar|Rua Joao Santos|26|10|1948|86454675678|Campinas
86236525846|Ana Avelar|A. Da Cidade|05|05|1998|15454675678|Campinas
88356839718|Zenaide Santos|Av. Movimentada|19|06|1956|13454675678|Cuiaba
16102514580|Ana Avelar|Rua Recife|07|05|1954|85454675678|Rio de Janeiro
86868768768|Chico Elgam|Avenida Sete|10|02|1980|21454675678|Campinas
87761598843|Ana Elgam|Rua Numero Um|22|10|1976|21454675678|Sao Paulo
35731246661|Franco Del Nero|Rua Sem Carros|07|06|1980|21454675678|Rio de Janeiro
95925103181|Jose Gomes|A. Da Cidade|23|04|1976|71454675678|Recife
65222117774|Paulo Aragao|Avenida Numero Dois|19|05|1948|23454675678|Porto Alegre
75904641044|Chico Elgam|Rua Joao Santos|22|06|1970|73454675678|Teresina
77788888887|Jose Hilder|R. Numero Vinte|05|03|1948|15454675678|Recife
56696205772|Gustavo Gomes|Avenida das Torres|09|07|1988|86454675678|Rio de Janeiro
28058398462|Jose Avelar|Rua Tres|23|12|1970|22454675678|Campinas
52727666365|Ana Rossi|Av. Campina Grande|07|08|1948|65454675678|Campinas
94847576567|Luis Gomes|Rua Carlos Silva|14|09|1948|11454675678|Manaus
40923143378|Maria Frade|Rua Joao Santos|05|10|1998|67454675678|Campinas
76264423777|Jose Rossi|Rua Tres|09|01|1956|72454675678|Florianopolis
95473793304|Bastos Hilder|R. Onze Mil|05|05|1956|65454675678|Recife
77788888887|Maria Souza|Avenida Numero Dois|01|04|1983|73454675678|Florianopolis
93379382515|Chico Azevedo|Av. Campina Grande|10|02|1976|23454675678|Teresina
23751974105|Bastos Santos|Rua Tres|23|03|1948|65454675678|Teresina
34806223727|Chico Souza|Rua Carlos Silva|24|03|1998|65454675678|Campinas
77788888887|Paulo Azevedo|Rua Recife|14|08|1988|23454675678|Recife
63141216550|Luis Hilder|Rua Carlos Silva|10|02|1976|15454675678|Sao Paulo
77788888887|Luis Frade|R. Onze Mil|11|04|1956|13454675678|Sao Paulo
78031292850|Nair Jaca|A. Da Cidade|17|11|1970|73454675678|Cuiaba
81271515806|Bastos Rossi|R. Onze Mil|24|11|1983|85454675678|Londrina
08859667917|Franco Souza|Avenida Sete|11|03|1983|21454675678|Manaus
38477627371|Ana Zani|Rua Numero Um|17|04|1956|72454675678|Cuiaba
65770173793|Maria Zani|Avenida Sete|09|08|1956|85454675678|Curitiba
81100967869|Zenaide Aragao|Avenida Numero Dois|10|11|1988|22454675678|Cuiaba
28689849327|Maria Gomes|Rua Recife|01|07|1988|67454675678|Rio de Janeiro
09113651846|Maria Zani|Av. Campina Grande|14|05|1970|15454675678|Sao Luis
90921904460|Tiana Rossi|Avenida das Torres|23|04|1970|65454675678|Recife
86868686700|Tiana Azevedo|Rua Numero Um|07|10|1988|72454675678|Londrina
48107195531|Ana Santos|Rua Sem Carros|17|04|1954|65454675678|Teresina
17638804279|Gustavo Inacio|R. Onze Mil|24|07|1998|23454675678|Recife
35932470119|Luis Zani|Rua Numero Um|11|03|1980|15454675678|Curitiba
44470130370|Luis Aragao|R. Onze Mil|09|06|1998|67454675678|Curitiba
44570634362|Luis Rossi|Rua Joao Santos|14|11|1976|15454675678|Porto Alegre
10079932940|Tiana Del Nero|Rua Numero Um|24|10|1970|85454675678|Sao Paulo
86868768768|Nair Azevedo|Rua Carlos Silva|07|05|1976|21454675678|Sao Paulo
77788888887|Paulo Avelar|Rua Carlos Silva|11|08|1948|23454675678|Curitiba
07569211804|Luis Jaca|Avenida Sete|09|05|1976|86454675678|Teresina
26911592569|Franco Gomes|R. Numero Vinte|23|05|1954|73454675678|Sao Paulo
63545454647|Tiana Hilder|Rua Numero Um|05|06|1948|67454675678|Rio de Janeiro
81893631826|Luis Jaca|Rua Sem Carros|26|12|1980|67454675678|Londrina
28986801760|Gustavo Avelar|Rua Sem Carros|09|07|1970|85454675678|Aracaju
13475269600|Franco Santos|Avenida Numero Dois|26|08|1948|72454675678|Londrina
33372100310|Maria Gomes|Rua Numero Um|01|05|1998|15454675678|Aracaju
77788888887|Ana Elgam|Avenida Numero Dois|26|03|1970|55454675678|Rio de Janeiro
29153494288|Ana Hilder|Av. Campina Grande|17|01|1998|15454675678|Campinas
97442002609|Zenaide Jaca|Av. Movimentada|26|12|1948|11454675678|Aracaju
84881188992|Jose Zani|Rua Carlos Silva|23|04|1954|22454675678|Florianopolis
21857550480|Zenaide Del Nero|Rua Recife|26|05|1998|67454675678|Manaus
63995160131|Maria Souza|Avenida Numero Dois|23|01|1976|85454675678|Aracaju
86868686700|Zenaide Frade|Avenida das Torres|18|01|1970|86454675678|Porto Alegre
74761766344|Bastos Zani|Rua Tres|17|04|1948|86454675678|Teresina
89826357189|Tiana Aragao|Rua Sem Carros|26|05|1988|13454675678|Cuiaba
24846459454|Zenaide Souza|R. Numero Vinte|26|05|1976|15454675678|Curitiba
40917266900|Nair Azevedo|Rua Tres|10|04|1970|67454675678|Curitiba
69023101308|Franco Del Nero|R. Numero Vinte|07|09|1954|15454675678|Florianopolis
97719875001|Luis Rossi|Rua Joao Santos|14|10|1983|21454675678|Porto Alegre
13772729746|Nair Gomes|Avenida das Torres|07|02|1988|86454675678|Sao Luis
90401087735|Chico Gomes|Rua Sem Carros|09|05|1980|73454675678|Curitiba
77788888887|Nair Gomes|Rua Recife|05|01|1948|23454675678|Aracaju
63941488651|Maria Frade|Avenida das Torres|22|11|1998|73454675678|Recife
23875774698|Nair Jaca|Rua Carlos Silva|10|03|1970|67454675678|Cuiaba
50053597966|Tiana Del Nero|Avenida Numero Dois|05|12|1983|15454675678|Campinas
65476155376|Nair Del Nero|R. Numero Vinte|01|10|1948|13454675678|Cuiaba
58156422589|Nair Azevedo|Av. Campina Grande|07|12|1976|86454675678|Florianopolis
98695797600|Paulo Inacio|Avenida Numero Dois|24|03|1970|86454675678|Sao Paulo
52322423424|Luis Souza|Avenida Numero Dois|23|01|1988|21454675678|Campinas
94298701069|Bastos Avelar|Avenida Sete|23|09|1988|13454675678|Florianopolis
17471540249|Maria Elgam|Rua Numero Um|26|10|1948|22454675678|Cuiaba
75807555058|Luis Gomes|R. Numero Vinte|01|03|1948|71454675678|Sao Paulo
62930475161|Zenaide Avelar|Avenida das Torres|23|07|1983|65454675678|Campinas
41915354471|Ana Zani|A. Da Cidade|24|10|1976|13454675678|Recife
62037910754|Jose Avelar|Rua Tres|14|11|1980|55454675678|Recife
96331725512|Jose Azevedo|Rua Joao Santos|26|07|1956|15454675678|Cuiaba
63545454647|Bastos Del Nero|Rua Carlos Silva|24|05|1970|22454675678|Porto Alegre
24544273625|Chico Souza|R. Onze Mil|09|07|1976|72454675678|Recife
66860111690|Luis Santos|Avenida Numero Dois|26|08|1954|21454675678|Aracaju
94847576567|Tiana Avelar|Avenida das Torres|14|10|1976|21454675678|Cuiaba
23883561991|Luis Frade|R. Numero Vinte|24|04|1976|21454675678|Campinas
22774977703|Franco Frade|R. Numero Vinte|17|01|1988|55454675678|Sao Paulo
63545454647|Luis Rossi|Rua Recife|10|09|1988|65454675678|Teresina
04931827721|Gustavo Rossi|R. Numero Vinte|11|01|1980|86454675678|Recife
12045174018|Nair Hilder|Rua Sem Carros|22|12|1956|85454675678|Manaus
07468515964|Nair Inacio|R. Onze Mil|22|05|1988|55454675678|Teresina
18763763338|Tiana Azevedo|Rua Numero Um|07|12|1983|72454675678|Cuiaba
63545454647|Nair Frade|Avenida das Torres|18|01|1998|85454675678|Cuiaba
31287367402|Franco Santos|Rua Tres|01|09|1976|13454675678|Sao Luis
94847576567|Luis Rossi|Rua Recife|22|05|1988|67454675678|Recife
92984991400|Gustavo Hilder|Av. Campina Grande|18|07|1976|86454675678|Rio de Janeiro
94847576567|Ana Avelar|Av. Campina Grande|07|12|1988|72454675678|Aracaju
38189758411|Luis Souza|R. Numero Vinte|01|06|1954|22454675678|Curitiba
94246214000|Franco Hilder|Rua Joao Santos|14|04|1998|85454675678|Sao Paulo
63545454647|Ana Azevedo|Rua Carlos Silva|17|05|1998|13454675678|Teresina
85271573141|Zenaide Avelar|Av. Movimentada|07|09|1954|23454675678|Manaus
09582792094|Tiana Rossi|A. Da Cidade|07|02|1948|55454675678|Sao Paulo
61896342817|Maria Frade|Rua Recife|19|01|1976|65454675678|Manaus
35852982652|Gustavo Gomes|Rua Joao Santos|14|03|1988|71454675678|Campinas
42167787120|Luis Rossi|Av. Campina Grande|26|10|1948|23454675678|Florianopolis
11032033800|Jose Gomes|Rua Recife|01|09|1988|65454675678|Cuiaba
39643456528|Gustavo Inacio|Rua Recife|01|08|1976|23454675678|Londrina
17088422093|Luis Silva|Avenida Numero Dois|07|04|1983|67454675678|Rio de Janeiro
79469125606|Zenaide Gomes|Rua Joao Santos|23|08|1976|13454675678|Londrina
22502984165|Tiana Frade|Avenida das Torres|11|05|1976|13454675678|Teresina
86868686700|Zenaide Elgam|Rua Sem Carros|14|09|1956|67454675678|Curitiba
68151025301|Gustavo Jaca|A. Da Cidade|07|10|1980|86454675678|Porto Alegre
92618788141|Maria Frade|Rua Numero Um|24|12|1988|71454675678|Florianopolis
51691390046|Luis Rossi|R. Onze Mil|14|10|1948|11454675678|Londrina
04585842233|Paulo Rossi|Rua Numero Um|09|08|1948|65454675678|Manaus
82269148410|Paulo Santos|Rua Joao Santos|14|10|1998|71454675678|Teresina
49102833158|Paulo Gomes|R. Onze Mil|23|07|1983|55454675678|Campinas
22937946445|Gustavo Azevedo|R. Numero Vinte|10|01|1998|22454675678|Cuiaba
44226655885|Nair Rossi|Rua Joao Santos|09|02|1956|73454675678|Sao Luis
89007967711|Zenaide Elgam|Rua Tres|09|01|1948|21454675678|Cuiaba
12965559175|Gustavo Avelar|Rua Recife|01|04|1954|21454675678|Porto Alegre
72106505809|Gustavo Zani|Avenida Sete|07|11|1948|65454675678|Curitiba
19083155200|Nair Frade|Rua Recife|26|11|1970|65454675678|Rio de Janeiro
00284348627|Gustavo Azevedo|Rua Joao Santos|23|12|1998|72454675678|Campinas
14946759514|Nair Azevedo|Rua Numero Um|22|01|1954|13454675678|Curitiba
82705883509|Zenaide Santos|Avenida Sete|22|04|1970|11454675678|Curitiba
86868686700|Nair Avelar|Rua Carlos Silva|09|07|1988|65454675678|Sao Luis
63923246820|Tiana Rossi|R. Onze Mil|17|09|1980|11454675678|Sao Paulo
34574402202|Ana Aragao|Rua Joao Santos|14|06|1956|71454675678|Florianopolis
45593836000|Chico Jaca|Avenida Sete|26|06|1956|11454675678|Cuiaba
86868686700|Jose Silva|A. Da Cidade|07|07|1988|73454675678|Londrina
77788888887|Maria Rossi|R. Onze Mil|22|01|1980|22454675678|Cuiaba
73379154628|Bastos Elgam|Rua Carlos Silva|23|02|1980|13454675678|Teresina
94847576567|Maria Avelar|Rua Carlos Silva|01|03|1976|73454675678|Aracaju
96438736252|Ana Aragao|Avenida Numero Dois|23|07|1998|67454675678|Florianopolis
49709635255|Nair Aragao|Avenida Numero Dois|11|05|1988|65454675678|Recife
98093209140|Ana Inacio|Rua Tres|10|09|1948|15454675678|Porto Alegre
59939938713|Gustavo Avelar|Rua Carlos Silva|19|03|1983|13454675678|Florianopolis
63545454647|Paulo Inacio|Av. Campina Grande|05|05|1948|22454675678|Cuiaba
18722989749|Paulo Elgam|A. Da Cidade|14|08|1954|22454675678|Rio de Janeiro
58206970819|Ana Inacio|A. Da Cidade|23|06|1976|86454675678|Teresina
14906964311|Zenaide Gomes|Avenida Sete|10|10|1976|86454675678|Teresina
17855576703|Zenaide Avelar|Rua Tres|17|12|1970|23454675678|Cuiaba
07865845480|Zenaide Frade|Avenida Sete|18|12|1954|15454675678|Manaus
86868686700|Chico Elgam|R. Onze Mil|10|03|1956|22454675678|Campinas
72935999193|Ana Azevedo|Av. Movimentada|01|10|1998|86454675678|Sao Luis
95338463644|Chico Aragao|R. Onze Mil|22|02|1970|21454675678|Cuiaba
66026220305|Tiana Azevedo|Avenida Numero Dois|26|08|1998|67454675678|Sao Paulo
10719028655|Franco Avelar|Avenida das Torres|05|11|1988|73454675678|Aracaju
46296995970|Maria Santos|Rua Tres|14|02|1970|85454675678|Campinas
86868768768|Zenaide Avelar|Rua Numero Um|26|06|1983|13454675678|Aracaju
57572377670|Zenaide Gomes|Rua Numero Um|10|06|1954|85454675678|Campinas
84621626027|Ana Avelar|A. Da Cidade|17|01|1954|11454675678|Cuiaba
58591634608|Gustavo Souza|Rua Numero Um|09|07|1980|65454675678|Campinas
89914844170|Zenaide Souza|R. Numero Vinte|10|02|1948|55454675678|Teresina
33238743821|Tiana Santos|Rua Numero Um|19|09|1980|22454675678|Recife
39114739666|Maria Silva|Rua Tres|26|05|1988|55454675678|Teresina
43663223310|Tiana Frade|Rua Recife|07|12|1954|23454675678|Campinas
77863663180|Luis Hilder|R. Onze Mil|01|08|1983|22454675678|Rio de Janeiro
75333984590|Chico Inacio|A. Da Cidade|14|12|1998|86454675678|Curitiba
86472080801|Bastos Zani|A. Da Cidade|10|08|1976|23454675678|Curitiba
35323361972|Zenaide Souza|Avenida Numero Dois|14|03|1948|86454675678|Rio de Janeiro
23931845702|Luis Elgam|A. Da Cidade|24|03|1980|21454675678|Teresina
86868686700|Bastos Gomes|Rua Numero Um|19|12|1983|67454675678|Campinas
94847576567|Maria Del Nero|Avenida das Torres|11|12|1976|85454675678|Manaus
67245212708|Paulo Frade|Avenida Numero Dois|17|06|1980|71454675678|Florianopolis
32745490109|Franco Frade|Rua Recife|10|07|1948|71454675678|Sao Paulo
96175670086|Zenaide Del Nero|R. Onze Mil|22|04|1970|67454675678|Rio de Janeiro
41498481906|Chico Zani|Rua Sem Carros|24|02|1983|23454675678|Porto Alegre
24869770156|Tiana Zani|Rua Joao Santos|10|11|1998|11454675678|Florianopolis
01992778183|Chico Hilder|Rua Sem Carros|10|06|1970|23454675678|Porto Alegre
73144418552|Paulo Souza|A. Da Cidade|23|04|1980|72454675678|Aracaju
64893321838|Tiana Elgam|Rua Numero Um|23|04|1998|85454675678|Porto Alegre
59274768214|Zenaide Aragao|Rua Tres|17|08|1988|86454675678|Rio de Janeiro
84612402430|Franco Avelar|Rua Joao Santos|17|01|1976|21454675678|Campinas
94012709534|Paulo Zani|Rua Numero Um|24|02|1970|13454675678|Florianopolis
90914580388|Franco Aragao|Av. Movimentada|18|06|1988|65454675678|Sao Luis
47233629595|Tiana Souza|Avenida das Torres|10|08|1998|22454675678|Londrina
86868686700|Bastos Silva|Rua Recife|10|05|1970|23454675678|Florianopolis
18365250446|Luis Santos|R. Numero Vinte|10|10|1954|15454675678|Florianopolis
48657514915|Chico Gomes|Avenida das Torres|18|01|1980|67454675678|Campinas
94847576567|Franco Frade|R. Onze Mil|01|05|1988|86454675678|Sao Paulo
88669171171|Tiana Santos|R. Onze Mil|09|04|1988|85454675678|Teresina
27051430688|Gustavo Frade|Rua Tres|05|04|1983|72454675678|Manaus
69146139079|Luis Elgam|Av. Campina Grande|10|07|1980|65454675678|Manaus
77788888887|Jose Frade|Av. Campina Grande|07|02|1998|15454675678|Manaus
69349832704|Gustavo Frade|Rua Joao Santos|10|11|1954|23454675678|Campinas
68039384923|Bastos Elgam|Rua Tres|10|12|1976|86454675678|Porto Alegre
86868768768|Luis Zani|Rua Tres|09|09|1976|21454675678|Aracaju
50790191075|Bastos Aragao|Rua Carlos Silva|01|02|1956|23454675678|Sao Luis
81632198231|Ana Frade|Av. Movimentada|18|04|1976|67454675678|Aracaju
47345689956|Paulo Gomes|Av. Campina Grande|23|08|1954|11454675678|Aracaju
74954279810|Franco Del Nero|Rua Recife|11|04|1954|85454675678|Curitiba
66973682170|Chico Souza|Rua Numero Um|05|01|1983|22454675678|Manaus
62022339584|Nair Del Nero|Rua Tres|01|07|1980|67454675678|Florianopolis
72803080150|Franco Frade|Avenida das Torres|10|07|1954|23454675678|Recife
86868686700|Maria Souza|R. Numero Vinte|19|04|1956|55454675678|Curitiba
12830203860|Franco Rossi|A. Da Cidade|11|02|1956|22454675678|Sao Paulo
63545454647|Jose Zani|Rua Joao Santos|19|05|1976|55454675678|Londrina
01617485977|Bastos Frade|Av. Campina Grande|05|04|1983|72454675678|Campinas
29502493613|Chico Inacio|Av. Campina Grande|10|05|1988|21454675678|Aracaju
35544338027|Chico Jaca|Avenida das Torres|07|12|1954|86454675678|Rio de Janeiro
09572533622|Gustavo Hilder|R. Numero Vinte|10|02|1956|86454675678|Aracaju
49709715011|Luis Hilder|Av. Campina Grande|19|07|1976|67454675678|Sao Luis
55455868144|Luis Avelar|Rua Numero Um|11|02|1980|22454675678|Campinas
77788888887|Zenaide Inacio|Rua Sem Carros|26|06|1980|86454675678|Londrina
60134386760|Gustavo Souza|Rua Sem Carros|10|02|1976|15454675678|Manaus
77788888887|Chico Santos|R. Numero Vinte|23|11|1970|65454675678|Teresina
76930604054|Zenaide Inacio|Rua Sem Carros|18|07|1976|13454675678|Florianopolis
00310153018|Luis Hilder|Rua Joao Santos|11|05|1983|65454675678|Campinas
44770821344|Gustavo Jaca|R. Numero Vinte|17|10|1976|15454675678|Rio de Janeiro
42073180973|Maria Santos|A. Da Cidade|10|11|1976|21454675678|Rio de Janeiro
77788888887|Chico Jaca|Rua Carlos Silva|01|01|1948|21454675678|Porto Alegre
62194073779|Nair Hilder|R. Numero Vinte|23|10|1983|23454675678|Florianopolis
03897661608|Paulo Zani|Av. Campina Grande|23|04|1976|13454675678|Teresina
49434274800|Zenaide Silva|Av. Campina Grande|01|01|1980|15454675678|Campinas
26099378065|Chico Zani|Avenida Sete|14|03|1970|11454675678|Florianopolis
08136920320|Bastos Azevedo|Avenida das Torres|17|03|1970|21454675678|Florianopolis
94847576567|Paulo Hilder|Av. Campina Grande|24|09|1980|55454675678|Recife
